ID,NAME,MONTH,YEAR,RAIN,TMEAN
9,Mtubatuba - Riverview Sugar Mill,1,1976,273.2,24.4
9,Mtubatuba - Riverview Sugar Mill,2,1976,146.9,25
9,Mtubatuba - Riverview Sugar Mill,3,1976,231.3,24.3
9,Mtubatuba - Riverview Sugar Mill,4,1976,132.9,21.7
9,Mtubatuba - Riverview Sugar Mill,5,1976,64,19
9,Mtubatuba - Riverview Sugar Mill,6,1976,2.3,17.4
9,Mtubatuba - Riverview Sugar Mill,7,1976,41.4,17.3
9,Mtubatuba - Riverview Sugar Mill,8,1976,30.5,17.7
9,Mtubatuba - Riverview Sugar Mill,9,1976,16,20.9
9,Mtubatuba - Riverview Sugar Mill,10,1976,136.4,21.3
9,Mtubatuba - Riverview Sugar Mill,11,1976,81.9,23.1
9,Mtubatuba - Riverview Sugar Mill,12,1976,163.4,25.5
9,Mtubatuba - Riverview Sugar Mill,1,1977,122.1,26.6
9,Mtubatuba - Riverview Sugar Mill,2,1977,516.1,26.2
9,Mtubatuba - Riverview Sugar Mill,3,1977,145.6,23.5
9,Mtubatuba - Riverview Sugar Mill,4,1977,23,22.4
9,Mtubatuba - Riverview Sugar Mill,5,1977,4.2,19.4
9,Mtubatuba - Riverview Sugar Mill,6,1977,5.8,18.2
9,Mtubatuba - Riverview Sugar Mill,7,1977,9.7,17.2
9,Mtubatuba - Riverview Sugar Mill,8,1977,48,18.2
9,Mtubatuba - Riverview Sugar Mill,9,1977,57.5,21.7
9,Mtubatuba - Riverview Sugar Mill,10,1977,45.5,23
9,Mtubatuba - Riverview Sugar Mill,11,1977,63.5,23.3
9,Mtubatuba - Riverview Sugar Mill,12,1977,149.5,25.8
9,Mtubatuba - Riverview Sugar Mill,1,1978,226.4,25.1
9,Mtubatuba - Riverview Sugar Mill,2,1978,69.7,25.9
9,Mtubatuba - Riverview Sugar Mill,3,1978,73.8,26
9,Mtubatuba - Riverview Sugar Mill,4,1978,124.9,21.9
9,Mtubatuba - Riverview Sugar Mill,5,1978,8.5,20.1
9,Mtubatuba - Riverview Sugar Mill,6,1978,32.4,16.5
9,Mtubatuba - Riverview Sugar Mill,7,1978,89.4,17.6
9,Mtubatuba - Riverview Sugar Mill,8,1978,62.6,20
9,Mtubatuba - Riverview Sugar Mill,9,1978,40.9,19.5
9,Mtubatuba - Riverview Sugar Mill,10,1978,145.8,20.5
9,Mtubatuba - Riverview Sugar Mill,11,1978,90.8,23.3
9,Mtubatuba - Riverview Sugar Mill,12,1978,70.3,24.6
9,Mtubatuba - Riverview Sugar Mill,1,1979,35.7,25.2
9,Mtubatuba - Riverview Sugar Mill,2,1979,25,27.4
9,Mtubatuba - Riverview Sugar Mill,3,1979,60.2,25
9,Mtubatuba - Riverview Sugar Mill,4,1979,52.1,23.9
9,Mtubatuba - Riverview Sugar Mill,5,1979,75.9,20.7
9,Mtubatuba - Riverview Sugar Mill,6,1979,25.6,18
9,Mtubatuba - Riverview Sugar Mill,7,1979,32.5,17.3
9,Mtubatuba - Riverview Sugar Mill,8,1979,30.6,19.2
9,Mtubatuba - Riverview Sugar Mill,9,1979,61.7,20.2
9,Mtubatuba - Riverview Sugar Mill,10,1979,87.5,22.4
9,Mtubatuba - Riverview Sugar Mill,11,1979,38.9,23
9,Mtubatuba - Riverview Sugar Mill,12,1979,106.2,24.2
9,Mtubatuba - Riverview Sugar Mill,1,1980,42.8,25
9,Mtubatuba - Riverview Sugar Mill,2,1980,110,25.9
9,Mtubatuba - Riverview Sugar Mill,3,1980,9.6,24.7
9,Mtubatuba - Riverview Sugar Mill,4,1980,25.7,23.2
9,Mtubatuba - Riverview Sugar Mill,5,1980,19.1,21
9,Mtubatuba - Riverview Sugar Mill,6,1980,10.5,18
9,Mtubatuba - Riverview Sugar Mill,7,1980,9.9,17.6
9,Mtubatuba - Riverview Sugar Mill,8,1980,20.5,19.8
9,Mtubatuba - Riverview Sugar Mill,9,1980,129.2,19.9
9,Mtubatuba - Riverview Sugar Mill,10,1980,14.9,22.1
9,Mtubatuba - Riverview Sugar Mill,11,1980,119.5,24.1
9,Mtubatuba - Riverview Sugar Mill,12,1980,91.7,25.8
9,Mtubatuba - Riverview Sugar Mill,1,1981,119.1,26.7
9,Mtubatuba - Riverview Sugar Mill,2,1981,65.5,24.9
9,Mtubatuba - Riverview Sugar Mill,3,1981,16.3,24.8
9,Mtubatuba - Riverview Sugar Mill,4,1981,22.3,22.9
9,Mtubatuba - Riverview Sugar Mill,5,1981,269.4,19.3
9,Mtubatuba - Riverview Sugar Mill,6,1981,98.8,16.8
9,Mtubatuba - Riverview Sugar Mill,7,1981,11.5,17.5
9,Mtubatuba - Riverview Sugar Mill,8,1981,52.1,18
9,Mtubatuba - Riverview Sugar Mill,9,1981,121.1,19
9,Mtubatuba - Riverview Sugar Mill,10,1981,84.7,20.2
9,Mtubatuba - Riverview Sugar Mill,11,1981,102,23.5
9,Mtubatuba - Riverview Sugar Mill,12,1981,15,24.5
9,Mtubatuba - Riverview Sugar Mill,1,1982,87.1,26.3
9,Mtubatuba - Riverview Sugar Mill,2,1982,43.1,25.9
9,Mtubatuba - Riverview Sugar Mill,3,1982,123.5,24.7
9,Mtubatuba - Riverview Sugar Mill,4,1982,92.5,21.9
9,Mtubatuba - Riverview Sugar Mill,5,1982,42.8,20.5
9,Mtubatuba - Riverview Sugar Mill,6,1982,0.8,18.2
9,Mtubatuba - Riverview Sugar Mill,7,1982,8.3,18.6
9,Mtubatuba - Riverview Sugar Mill,8,1982,3.7,19.8
9,Mtubatuba - Riverview Sugar Mill,9,1982,20.7,21.3
9,Mtubatuba - Riverview Sugar Mill,10,1982,69.5,21.9
9,Mtubatuba - Riverview Sugar Mill,11,1982,60.6,22.8
9,Mtubatuba - Riverview Sugar Mill,12,1982,27.7,25.8
9,Mtubatuba - Riverview Sugar Mill,1,1983,59.2,27.2
9,Mtubatuba - Riverview Sugar Mill,2,1983,76.5,26.2
9,Mtubatuba - Riverview Sugar Mill,3,1983,25.5,25.4
9,Mtubatuba - Riverview Sugar Mill,4,1983,9.4,24.7
9,Mtubatuba - Riverview Sugar Mill,5,1983,10.6,21.8
9,Mtubatuba - Riverview Sugar Mill,6,1983,59.6,19.4
9,Mtubatuba - Riverview Sugar Mill,7,1983,83,18.3
9,Mtubatuba - Riverview Sugar Mill,8,1983,77.8,18.2
9,Mtubatuba - Riverview Sugar Mill,9,1983,23,21.3
9,Mtubatuba - Riverview Sugar Mill,10,1983,87,21
9,Mtubatuba - Riverview Sugar Mill,11,1983,193.6,22.9
9,Mtubatuba - Riverview Sugar Mill,12,1983,90.4,25.1
9,Mtubatuba - Riverview Sugar Mill,1,1984,502,24.4
9,Mtubatuba - Riverview Sugar Mill,2,1984,242.9,24.9
9,Mtubatuba - Riverview Sugar Mill,3,1984,74.9,23.4
9,Mtubatuba - Riverview Sugar Mill,4,1984,71.8,21.4
9,Mtubatuba - Riverview Sugar Mill,5,1984,34.3,20.7
9,Mtubatuba - Riverview Sugar Mill,6,1984,123.5,17.8
9,Mtubatuba - Riverview Sugar Mill,7,1984,130.6,18
9,Mtubatuba - Riverview Sugar Mill,8,1984,65.5,18.8
9,Mtubatuba - Riverview Sugar Mill,9,1984,15.8,21.1
9,Mtubatuba - Riverview Sugar Mill,10,1984,81.7,22.3
9,Mtubatuba - Riverview Sugar Mill,11,1984,70.1,22.2
9,Mtubatuba - Riverview Sugar Mill,12,1984,48.1,24.8
9,Mtubatuba - Riverview Sugar Mill,1,1985,109.8,26.4
9,Mtubatuba - Riverview Sugar Mill,2,1985,292.8,25.8
9,Mtubatuba - Riverview Sugar Mill,3,1985,3.7,25
9,Mtubatuba - Riverview Sugar Mill,4,1985,18,22.8
9,Mtubatuba - Riverview Sugar Mill,5,1985,16.5,19.5
9,Mtubatuba - Riverview Sugar Mill,6,1985,188.8,18.3
9,Mtubatuba - Riverview Sugar Mill,7,1985,131,17.5
9,Mtubatuba - Riverview Sugar Mill,8,1985,11.1,20.1
9,Mtubatuba - Riverview Sugar Mill,9,1985,85.2,21
9,Mtubatuba - Riverview Sugar Mill,10,1985,208.2,23.2
9,Mtubatuba - Riverview Sugar Mill,11,1985,33.6,24.3
9,Mtubatuba - Riverview Sugar Mill,12,1985,58.4,24.2
9,Mtubatuba - Riverview Sugar Mill,1,1986,67,26
9,Mtubatuba - Riverview Sugar Mill,2,1986,53.6,25.2
9,Mtubatuba - Riverview Sugar Mill,3,1986,28.5,25.1
9,Mtubatuba - Riverview Sugar Mill,4,1986,125.8,23.5
9,Mtubatuba - Riverview Sugar Mill,5,1986,7.7,21.1
9,Mtubatuba - Riverview Sugar Mill,6,1986,63.8,18.8
9,Mtubatuba - Riverview Sugar Mill,7,1986,3.2,18.9
9,Mtubatuba - Riverview Sugar Mill,8,1986,35.7,20.8
9,Mtubatuba - Riverview Sugar Mill,9,1986,46.5,21.2
9,Mtubatuba - Riverview Sugar Mill,10,1986,57,22.2
9,Mtubatuba - Riverview Sugar Mill,11,1986,38.6,22.9
9,Mtubatuba - Riverview Sugar Mill,12,1986,93.9,25.1
9,Mtubatuba - Riverview Sugar Mill,1,1987,253.5,24.8
9,Mtubatuba - Riverview Sugar Mill,2,1987,15.4,27.5
9,Mtubatuba - Riverview Sugar Mill,3,1987,227.6,25.4
9,Mtubatuba - Riverview Sugar Mill,4,1987,16,23.9
9,Mtubatuba - Riverview Sugar Mill,5,1987,12.8,22.3
9,Mtubatuba - Riverview Sugar Mill,6,1987,142.9,17.2
9,Mtubatuba - Riverview Sugar Mill,7,1987,23.2,17.7
9,Mtubatuba - Riverview Sugar Mill,8,1987,119.5,18.7
9,Mtubatuba - Riverview Sugar Mill,9,1987,635.5,20.4
9,Mtubatuba - Riverview Sugar Mill,10,1987,68.3,21
9,Mtubatuba - Riverview Sugar Mill,11,1987,71.2,23
9,Mtubatuba - Riverview Sugar Mill,12,1987,36.2,25.9
9,Mtubatuba - Riverview Sugar Mill,1,1988,51,26.2
9,Mtubatuba - Riverview Sugar Mill,2,1988,330.2,26.1
9,Mtubatuba - Riverview Sugar Mill,3,1988,89.4,25.4
9,Mtubatuba - Riverview Sugar Mill,4,1988,27.7,22.8
9,Mtubatuba - Riverview Sugar Mill,5,1988,21.8,20.3
9,Mtubatuba - Riverview Sugar Mill,6,1988,69.7,17.6
9,Mtubatuba - Riverview Sugar Mill,7,1988,9.6,18.6
9,Mtubatuba - Riverview Sugar Mill,8,1988,25.7,20.6
9,Mtubatuba - Riverview Sugar Mill,9,1988,50.6,21
9,Mtubatuba - Riverview Sugar Mill,10,1988,129.5,21.6
9,Mtubatuba - Riverview Sugar Mill,11,1988,57.7,22.5
9,Mtubatuba - Riverview Sugar Mill,12,1988,193.6,23.4
9,Mtubatuba - Riverview Sugar Mill,1,1989,17.8,25.3
9,Mtubatuba - Riverview Sugar Mill,2,1989,245.4,24.2
9,Mtubatuba - Riverview Sugar Mill,3,1989,71.4,24.9
9,Mtubatuba - Riverview Sugar Mill,4,1989,27.8,22.1
9,Mtubatuba - Riverview Sugar Mill,5,1989,23.8,20.6
9,Mtubatuba - Riverview Sugar Mill,6,1989,41,17.6
9,Mtubatuba - Riverview Sugar Mill,7,1989,18.9,17.6
9,Mtubatuba - Riverview Sugar Mill,8,1989,1.7,21.2
9,Mtubatuba - Riverview Sugar Mill,9,1989,57.1,20.7
9,Mtubatuba - Riverview Sugar Mill,10,1989,48.2,21.1
9,Mtubatuba - Riverview Sugar Mill,11,1989,304.3,22.7
9,Mtubatuba - Riverview Sugar Mill,12,1989,79.2,24.4
9,Mtubatuba - Riverview Sugar Mill,1,1990,65.2,25.1
9,Mtubatuba - Riverview Sugar Mill,2,1990,101.3,24.7
9,Mtubatuba - Riverview Sugar Mill,3,1990,179,24.5
9,Mtubatuba - Riverview Sugar Mill,4,1990,67.8,22.6
9,Mtubatuba - Riverview Sugar Mill,5,1990,9.3,19.9
9,Mtubatuba - Riverview Sugar Mill,6,1990,3.2,18.1
9,Mtubatuba - Riverview Sugar Mill,7,1990,20.1,18.9
9,Mtubatuba - Riverview Sugar Mill,8,1990,67.7,18.6
9,Mtubatuba - Riverview Sugar Mill,9,1990,26.2,19.7
9,Mtubatuba - Riverview Sugar Mill,10,1990,112.5,21.2
9,Mtubatuba - Riverview Sugar Mill,11,1990,69.5,22.6
9,Mtubatuba - Riverview Sugar Mill,12,1990,106.5,23.9
9,Mtubatuba - Riverview Sugar Mill,1,1991,194,26.1
9,Mtubatuba - Riverview Sugar Mill,2,1991,175.8,25.2
9,Mtubatuba - Riverview Sugar Mill,3,1991,203,24.3
9,Mtubatuba - Riverview Sugar Mill,4,1991,34.8,22.7
9,Mtubatuba - Riverview Sugar Mill,5,1991,181.5,20.4
9,Mtubatuba - Riverview Sugar Mill,6,1991,38.7,17.1
9,Mtubatuba - Riverview Sugar Mill,7,1991,38.3,17.5
9,Mtubatuba - Riverview Sugar Mill,8,1991,9.8,19
9,Mtubatuba - Riverview Sugar Mill,9,1991,16.5,21.2
9,Mtubatuba - Riverview Sugar Mill,10,1991,80.7,21.9
9,Mtubatuba - Riverview Sugar Mill,11,1991,30.2,23.4
9,Mtubatuba - Riverview Sugar Mill,12,1991,57.1,24.6
9,Mtubatuba - Riverview Sugar Mill,1,1992,37,26.1
9,Mtubatuba - Riverview Sugar Mill,2,1992,33.5,26.5
9,Mtubatuba - Riverview Sugar Mill,3,1992,121.1,24.7
9,Mtubatuba - Riverview Sugar Mill,4,1992,18.4,23.8
9,Mtubatuba - Riverview Sugar Mill,5,1992,0,21.9
9,Mtubatuba - Riverview Sugar Mill,6,1992,17.8,19.3
9,Mtubatuba - Riverview Sugar Mill,7,1992,18.8,19
9,Mtubatuba - Riverview Sugar Mill,8,1992,25,19
9,Mtubatuba - Riverview Sugar Mill,9,1992,12.4,21.6
9,Mtubatuba - Riverview Sugar Mill,10,1992,46.1,23.2
9,Mtubatuba - Riverview Sugar Mill,11,1992,77.9,23.9
9,Mtubatuba - Riverview Sugar Mill,12,1992,60.9,26.3
9,Mtubatuba - Riverview Sugar Mill,1,1993,45.6,26.3
9,Mtubatuba - Riverview Sugar Mill,2,1993,115,25.2
9,Mtubatuba - Riverview Sugar Mill,3,1993,50.5,24.4
9,Mtubatuba - Riverview Sugar Mill,4,1993,16.9,23.3
9,Mtubatuba - Riverview Sugar Mill,5,1993,3,21.5
9,Mtubatuba - Riverview Sugar Mill,6,1993,21.3,19
9,Mtubatuba - Riverview Sugar Mill,7,1993,5.7,18.5
9,Mtubatuba - Riverview Sugar Mill,8,1993,32.9,19.1
9,Mtubatuba - Riverview Sugar Mill,9,1993,19.2,22.1
9,Mtubatuba - Riverview Sugar Mill,10,1993,274.5,22.3
9,Mtubatuba - Riverview Sugar Mill,11,1993,83.7,22.5
9,Mtubatuba - Riverview Sugar Mill,12,1993,92,24.4
9,Mtubatuba - Riverview Sugar Mill,1,1994,109.7,25.4
9,Mtubatuba - Riverview Sugar Mill,2,1994,38.6,25.5
9,Mtubatuba - Riverview Sugar Mill,3,1994,69,25.4
9,Mtubatuba - Riverview Sugar Mill,4,1994,15.4,23.3
9,Mtubatuba - Riverview Sugar Mill,5,1994,5.2,21.3
9,Mtubatuba - Riverview Sugar Mill,6,1994,15.8,18.7
9,Mtubatuba - Riverview Sugar Mill,7,1994,20.2,17.5
9,Mtubatuba - Riverview Sugar Mill,8,1994,44,19.3
9,Mtubatuba - Riverview Sugar Mill,9,1994,12,21.4
9,Mtubatuba - Riverview Sugar Mill,10,1994,186.8,20.5
9,Mtubatuba - Riverview Sugar Mill,11,1994,106.9,24
9,Mtubatuba - Riverview Sugar Mill,12,1994,18.3,24.9
9,Mtubatuba - Riverview Sugar Mill,1,1995,4.4,26.7
9,Mtubatuba - Riverview Sugar Mill,2,1995,95,26.7
9,Mtubatuba - Riverview Sugar Mill,3,1995,139.3,24.8
9,Mtubatuba - Riverview Sugar Mill,4,1995,160.1,22.1
9,Mtubatuba - Riverview Sugar Mill,5,1995,46,20.2
9,Mtubatuba - Riverview Sugar Mill,6,1995,96.6,18.2
9,Mtubatuba - Riverview Sugar Mill,7,1995,15.3,18.1
9,Mtubatuba - Riverview Sugar Mill,8,1995,25.7,20.1
9,Mtubatuba - Riverview Sugar Mill,9,1995,5.7,21.9
9,Mtubatuba - Riverview Sugar Mill,10,1995,98.3,22.9
9,Mtubatuba - Riverview Sugar Mill,11,1995,116.3,23.6
9,Mtubatuba - Riverview Sugar Mill,12,1995,124.2,24
9,Mtubatuba - Riverview Sugar Mill,1,1996,165.9,26.1
9,Mtubatuba - Riverview Sugar Mill,2,1996,249.6,25.7
9,Mtubatuba - Riverview Sugar Mill,3,1996,123.6,24.4
9,Mtubatuba - Riverview Sugar Mill,4,1996,52.1,21.5
9,Mtubatuba - Riverview Sugar Mill,5,1996,31.2,20.9
9,Mtubatuba - Riverview Sugar Mill,6,1996,3.8,18.5
9,Mtubatuba - Riverview Sugar Mill,7,1996,88.1,17
9,Mtubatuba - Riverview Sugar Mill,8,1996,11.4,18.6
9,Mtubatuba - Riverview Sugar Mill,9,1996,1.6,22.4
9,Mtubatuba - Riverview Sugar Mill,10,1996,118.1,22.9
9,Mtubatuba - Riverview Sugar Mill,11,1996,42.4,24.6
9,Mtubatuba - Riverview Sugar Mill,12,1996,70.8,26.8
9,Mtubatuba - Riverview Sugar Mill,1,1997,175,26.1
9,Mtubatuba - Riverview Sugar Mill,2,1997,88.6,25.7
9,Mtubatuba - Riverview Sugar Mill,3,1997,78.2,25.4
9,Mtubatuba - Riverview Sugar Mill,4,1997,111.8,22.5
9,Mtubatuba - Riverview Sugar Mill,5,1997,45.7,19.9
9,Mtubatuba - Riverview Sugar Mill,6,1997,57.5,18.6
9,Mtubatuba - Riverview Sugar Mill,7,1997,96,17.7
9,Mtubatuba - Riverview Sugar Mill,8,1997,54.3,20.5
9,Mtubatuba - Riverview Sugar Mill,9,1997,42.5,20.9
9,Mtubatuba - Riverview Sugar Mill,10,1997,72.6,22.3
9,Mtubatuba - Riverview Sugar Mill,11,1997,240.8,23.5
9,Mtubatuba - Riverview Sugar Mill,12,1997,31.5,25.3
9,Mtubatuba - Riverview Sugar Mill,1,1998,40.7,26
9,Mtubatuba - Riverview Sugar Mill,2,1998,132.4,26
9,Mtubatuba - Riverview Sugar Mill,3,1998,10.7,25.7
9,Mtubatuba - Riverview Sugar Mill,4,1998,57.1,23.8
9,Mtubatuba - Riverview Sugar Mill,5,1998,29.3,20.9
9,Mtubatuba - Riverview Sugar Mill,6,1998,0.2,18.6
9,Mtubatuba - Riverview Sugar Mill,7,1998,42.4,18.8
9,Mtubatuba - Riverview Sugar Mill,8,1998,9,19.6
9,Mtubatuba - Riverview Sugar Mill,9,1998,28.8,21.4
9,Mtubatuba - Riverview Sugar Mill,10,1998,81.9,21.9
9,Mtubatuba - Riverview Sugar Mill,11,1998,106.6,24.1
9,Mtubatuba - Riverview Sugar Mill,12,1998,52.1,25.3
9,Mtubatuba - Riverview Sugar Mill,1,1999,137.4,26.6
9,Mtubatuba - Riverview Sugar Mill,2,1999,109.4,25.5
9,Mtubatuba - Riverview Sugar Mill,3,1999,35.7,25.9
9,Mtubatuba - Riverview Sugar Mill,4,1999,68.5,23.6
9,Mtubatuba - Riverview Sugar Mill,5,1999,43.4,20.7
9,Mtubatuba - Riverview Sugar Mill,6,1999,8.4,18.8
9,Mtubatuba - Riverview Sugar Mill,7,1999,44.1,20.1
9,Mtubatuba - Riverview Sugar Mill,8,1999,38,19.6
9,Mtubatuba - Riverview Sugar Mill,9,1999,59.8,20.8
9,Mtubatuba - Riverview Sugar Mill,10,1999,237.2,21.4
9,Mtubatuba - Riverview Sugar Mill,11,1999,43.2,24.6
9,Mtubatuba - Riverview Sugar Mill,12,1999,220.2,25.3
9,Mtubatuba - Riverview Sugar Mill,1,2000,172.4,24.6
9,Mtubatuba - Riverview Sugar Mill,2,2000,169.9,25.8
9,Mtubatuba - Riverview Sugar Mill,3,2000,287.1,25.3
9,Mtubatuba - Riverview Sugar Mill,4,2000,107.8,21.6
9,Mtubatuba - Riverview Sugar Mill,5,2000,115.2,18.9
9,Mtubatuba - Riverview Sugar Mill,6,2000,17.1,18.7
9,Mtubatuba - Riverview Sugar Mill,7,2000,10.5,17.8
9,Mtubatuba - Riverview Sugar Mill,8,2000,1,19.7
9,Mtubatuba - Riverview Sugar Mill,9,2000,72.2,20.9
9,Mtubatuba - Riverview Sugar Mill,10,2000,67.8,21
9,Mtubatuba - Riverview Sugar Mill,11,2000,353.5,22.8
9,Mtubatuba - Riverview Sugar Mill,12,2000,95.2,25.4
9,Mtubatuba - Riverview Sugar Mill,1,2001,105.2,24.5
9,Mtubatuba - Riverview Sugar Mill,2,2001,88.9,24.5
9,Mtubatuba - Riverview Sugar Mill,3,2001,80.4,25.4
9,Mtubatuba - Riverview Sugar Mill,4,2001,75.5,22.7
9,Mtubatuba - Riverview Sugar Mill,5,2001,17.8,20.2
9,Mtubatuba - Riverview Sugar Mill,6,2001,4.5,20
9,Mtubatuba - Riverview Sugar Mill,7,2001,14,18.8
9,Mtubatuba - Riverview Sugar Mill,8,2001,8.5,20.7
9,Mtubatuba - Riverview Sugar Mill,9,2001,177.1,20.2
9,Mtubatuba - Riverview Sugar Mill,10,2001,73.7,22.8
9,Mtubatuba - Riverview Sugar Mill,11,2001,281.7,24.2
9,Mtubatuba - Riverview Sugar Mill,12,2001,124,24.5
9,Mtubatuba - Riverview Sugar Mill,1,2002,131.3,25.7
9,Mtubatuba - Riverview Sugar Mill,2,2002,46.7,25.1
9,Mtubatuba - Riverview Sugar Mill,3,2002,27.1,25.8
9,Mtubatuba - Riverview Sugar Mill,4,2002,20.6,24.9
9,Mtubatuba - Riverview Sugar Mill,5,2002,0.4,21.8
9,Mtubatuba - Riverview Sugar Mill,6,2002,32.6,18.4
9,Mtubatuba - Riverview Sugar Mill,7,2002,113.2,17.6
9,Mtubatuba - Riverview Sugar Mill,8,2002,54,20.6
9,Mtubatuba - Riverview Sugar Mill,9,2002,27,21.9
9,Mtubatuba - Riverview Sugar Mill,10,2002,31.3,23.7
9,Mtubatuba - Riverview Sugar Mill,11,2002,71,22.8
9,Mtubatuba - Riverview Sugar Mill,12,2002,50.1,25.5
9,Mtubatuba - Riverview Sugar Mill,1,2003,47,27
9,Mtubatuba - Riverview Sugar Mill,2,2003,72.8,27.2
9,Mtubatuba - Riverview Sugar Mill,3,2003,28,26.7
9,Mtubatuba - Riverview Sugar Mill,4,2003,29.9,24.3
9,Mtubatuba - Riverview Sugar Mill,5,2003,17.6,20.8
9,Mtubatuba - Riverview Sugar Mill,6,2003,86.8,18.4
9,Mtubatuba - Riverview Sugar Mill,7,2003,30.7,18.2
9,Mtubatuba - Riverview Sugar Mill,8,2003,5.4,19.1
9,Mtubatuba - Riverview Sugar Mill,9,2003,72.6,20.5
9,Mtubatuba - Riverview Sugar Mill,10,2003,23.4,23.5
9,Mtubatuba - Riverview Sugar Mill,11,2003,95.9,24
9,Mtubatuba - Riverview Sugar Mill,12,2003,16.6,25.5
9,Mtubatuba - Riverview Sugar Mill,1,2004,177,27.2
9,Mtubatuba - Riverview Sugar Mill,2,2004,135.7,25.3
9,Mtubatuba - Riverview Sugar Mill,3,2004,65.4,24.9
9,Mtubatuba - Riverview Sugar Mill,4,2004,72.8,23
9,Mtubatuba - Riverview Sugar Mill,5,2004,9,20.3
9,Mtubatuba - Riverview Sugar Mill,6,2004,17,18
9,Mtubatuba - Riverview Sugar Mill,7,2004,70.4,17.1
9,Mtubatuba - Riverview Sugar Mill,8,2004,1.9,20.6
9,Mtubatuba - Riverview Sugar Mill,9,2004,49.6,20.3
9,Mtubatuba - Riverview Sugar Mill,10,2004,31.1,23.2
9,Mtubatuba - Riverview Sugar Mill,11,2004,105.5,26.1
9,Mtubatuba - Riverview Sugar Mill,12,2004,42.2,26.5
9,Mtubatuba - Riverview Sugar Mill,1,2005,144,25.9
9,Mtubatuba - Riverview Sugar Mill,2,2005,150.2,26
9,Mtubatuba - Riverview Sugar Mill,3,2005,153.3,23.8
9,Mtubatuba - Riverview Sugar Mill,4,2005,18.8,22.5
9,Mtubatuba - Riverview Sugar Mill,5,2005,53.9,21.4
9,Mtubatuba - Riverview Sugar Mill,6,2005,81.2,19.4
9,Mtubatuba - Riverview Sugar Mill,7,2005,7.9,18
9,Mtubatuba - Riverview Sugar Mill,8,2005,10,20.2
9,Mtubatuba - Riverview Sugar Mill,9,2005,22.3,22
9,Mtubatuba - Riverview Sugar Mill,10,2005,41.2,23.1
9,Mtubatuba - Riverview Sugar Mill,11,2005,64,24.4
9,Mtubatuba - Riverview Sugar Mill,12,2005,83.2,22.3
9,Mtubatuba - Riverview Sugar Mill,1,2006,127.9,25.8
9,Mtubatuba - Riverview Sugar Mill,2,2006,117.6,26.6
9,Mtubatuba - Riverview Sugar Mill,3,2006,50.4,22.8
9,Mtubatuba - Riverview Sugar Mill,4,2006,98.3,20.2
9,Mtubatuba - Riverview Sugar Mill,5,2006,19,18.4
9,Mtubatuba - Riverview Sugar Mill,6,2006,31.2,17.5
9,Mtubatuba - Riverview Sugar Mill,7,2006,3.5,18.8
9,Mtubatuba - Riverview Sugar Mill,8,2006,147,18.8
9,Mtubatuba - Riverview Sugar Mill,9,2006,45,20.1
9,Mtubatuba - Riverview Sugar Mill,10,2006,97.5,21.7
9,Mtubatuba - Riverview Sugar Mill,11,2006,113.9,21.6
9,Mtubatuba - Riverview Sugar Mill,12,2006,219,25.4
9,Mtubatuba - Riverview Sugar Mill,1,2007,63,25.8
9,Mtubatuba - Riverview Sugar Mill,2,2007,48.2,26.1
9,Mtubatuba - Riverview Sugar Mill,3,2007,30.4,24.3
9,Mtubatuba - Riverview Sugar Mill,4,2007,125,22.4
9,Mtubatuba - Riverview Sugar Mill,5,2007,0,19.7
9,Mtubatuba - Riverview Sugar Mill,6,2007,30.1,18.7
9,Mtubatuba - Riverview Sugar Mill,7,2007,7,17.7
9,Mtubatuba - Riverview Sugar Mill,8,2007,20.4,18.5
9,Mtubatuba - Riverview Sugar Mill,9,2007,8,22.6
9,Mtubatuba - Riverview Sugar Mill,10,2007,106,22
9,Mtubatuba - Riverview Sugar Mill,11,2007,117.8,22.6
9,Mtubatuba - Riverview Sugar Mill,12,2007,57.4,24.2
9,Mtubatuba - Riverview Sugar Mill,1,2008,41.6,25.8
9,Mtubatuba - Riverview Sugar Mill,2,2008,63.6,
9,Mtubatuba - Riverview Sugar Mill,3,2008,106,
9,Mtubatuba - Riverview Sugar Mill,4,2008,140.4,
9,Mtubatuba - Riverview Sugar Mill,5,2008,12.8,
9,Mtubatuba - Riverview Sugar Mill,6,2008,85.8,
9,Mtubatuba - Riverview Sugar Mill,7,2008,0.6,
9,Mtubatuba - Riverview Sugar Mill,8,2008,14.8,
9,Mtubatuba - Riverview Sugar Mill,9,2008,69.2,
9,Mtubatuba - Riverview Sugar Mill,10,2008,18.6,
9,Mtubatuba - Riverview Sugar Mill,11,2008,44.4,
9,Mtubatuba - Riverview Sugar Mill,12,2008,44,
9,Mtubatuba - Riverview Sugar Mill,1,2009,82.6,
9,Mtubatuba - Riverview Sugar Mill,2,2009,85.4,
9,Mtubatuba - Riverview Sugar Mill,3,2009,34.6,
9,Mtubatuba - Riverview Sugar Mill,4,2009,49.8,
9,Mtubatuba - Riverview Sugar Mill,5,2009,36.6,
9,Mtubatuba - Riverview Sugar Mill,6,2009,22,
9,Mtubatuba - Riverview Sugar Mill,7,2009,14.4,
9,Mtubatuba - Riverview Sugar Mill,8,2009,57.2,
9,Mtubatuba - Riverview Sugar Mill,9,2009,37,
9,Mtubatuba - Riverview Sugar Mill,10,2009,107.4,
9,Mtubatuba - Riverview Sugar Mill,11,2009,76.4,
